Fenology	Rmax	M	Gamma	GenTime	MutRate	alpha	P	Kpftfactor	randomTrend	islandSide	Growth	Mrecruit	Germ	Mseed	Annual	Mass	Lineage	MotherspID	optimalAltitude	MassSeedling	MassSeed	KpftfactorSeedling	generalist	verticalgeneralist	speciesType	yearOfSpec
24206	0.637648	0.0223177	-0.458	0.656	4.25099e-015	0.00301	0.91	0.219883	0.85	2	0.0224392	0.0224392	0.311428	0.311428	0	1.5e+006	515	0	5	300000	0.0271828	0.0549708	3	4	0	0
16888	1.60154	0.0560539	-0.866	0.21	1.06769e-014	0.00801	0.72	0.00330281	0.77	4	0.0563591	0.0563591	0.144499	0.144499	0	19000	516	0	7	3800	0.295635	0.000825703	3	4	0	0
30703	4.41028	0.15436	-0.799	0.574	2.94019e-014	0.01801	0.56	0.000438862	0.78	2	0.1552	0.1552	0.272535	0.272535	0	920	517	0	4	184	0.0650538	0.000109715	1	2	0	0
13935	0.500902	0.0175316	-0.266	0.926	3.33935e-015	0.00601	0.45	0.362281	0.51	3	0.017627	0.017627	0.164981	0.164981	0	2.8e+006	518	0	6	560000	0.245325	0.0905702	3	7	0	0
13836	0.461095	0.0161383	767	0.945	3.07397e-015	0.01801	0.97	0.813788	0.62	2	0.0162262	0.0162262	0.0667481	0.0667481	0	7.7e+006	519	0	4	1.54e+006	18.0804	0.203447	3	2	0	0
14069	1.07964	0.0377874	-0.965	0.377	7.19761e-015	0.00401	0.51	0.00945208	0.06	1	0.0379931	0.0379931	0.0965352	0.0965352	0	92000	520	0	7	18400	1.48413	0.00236302	2	2	0	0
11858	4.15752	0.145513	705	0.299	2.77168e-014	0.00101	0.49	0.000409755	0.71	1	0.146305	0.146305	0.253631	0.253631	1	830	521	0	5	166	0.06179	0.000102439	3	2	0	0
18769	2.29871	0.080455	-0.853	0.421	1.53248e-014	0.00901	0.92	0.004868	0.25	3	0.080893	0.080893	0.22305	0.22305	0	34000	522	0	1	6800	0.395474	0.001217	2	1	0	0
23609	1.28132	0.0448461	-0.16	0.654	8.54212e-015	0.03101	0.77	0.00945208	0.97	2	0.0450903	0.0450903	0.29624	0.29624	0	92000	523	0	5	18400	0.0332012	0.00236302	3	5	0	0
17039	1.66767	0.0583684	-0.907	0.743	1.11178e-014	0.01901	0.62	0.00586811	0.23	1	0.0586862	0.0586862	0.167589	0.167589	0	45000	524	0	4	9000	0.454973	0.00146703	3	3	0	0
3810	9.49369	0.332279	-0.765	0.822	6.32913e-014	0.04101	0.54	7.11184e-005	0.4	4	0.334088	0.334088	0.417049	0.417049	0	60	525	0	3	12	0.0166132	1.77796e-005	3	3	0	0
12501	0.675598	0.0236459	-0.359	0.98	4.50399e-015	0.01901	0.63	0.105643	0.1	1	0.0237747	0.0237747	0.133608	0.133608	0	600000	526	0	7	120000	0.404473	0.0264107	1	3	0	0
9557	6.79202	0.237721	-0.493	0.485	4.52801e-014	0.04901	0.71	0.00021707	0.97	3	0.239015	0.239015	0.367812	0.367812	0	320	527	0	2	64	0.0383667	5.42675e-005	4	5	0	0
29729	2.53451	0.0887079	-0.637	0.931	1.68967e-014	0.01301	0.59	0.00467519	1	3	0.0891908	0.0891908	0.244074	0.244074	0	32000	528	0	0	6400	0.383667	0.0011688	1	4	0	0
18649	1.56822	0.0548878	-0.184	0.542	1.04548e-014	0.01401	0.64	0.00551504	0.66	4	0.0551866	0.0551866	0.155772	0.155772	0	41000	529	0	5	8200	0.434281	0.00137876	3	7	0	0
6026	0.352456	0.012336	-0.068	0.219	2.34971e-015	0.03001	0.88	0.847436	0.55	1	0.0124031	0.0124031	0.180352	0.180352	0	8.1e+006	530	0	7	1.62e+006	0.121825	0.211859	2	6	0	0
17565	6.54992	0.229247	-0.527	0.788	4.36661e-014	0.00401	0.94	0.000239128	0.14	4	0.230495	0.230495	0.361197	0.361197	1	370	531	0	2	74	0.0412553	5.97819e-005	1	6	0	0
30798	2.58003	0.0903011	-0.7	0.687	1.72002e-014	0.00401	0.53	0.00229435	0.18	1	0.0907927	0.0907927	0.217411	0.217411	0	11000	532	0	3	2200	0.224944	0.000573587	3	7	0	0
11320	13.4793	0.471775	-0.49	0.591	8.98618e-014	0.03901	0.36	5.4275e-005	0.95	3	0.474343	0.474343	0.562869	0.562869	1	40	533	0	0	8	0.0135647	1.35687e-005	2	1	0	0
12076	1.17333	0.0410667	-0.878	0.99	7.82222e-015	0.00901	0.62	0.00952045	0.07	4	0.0412902	0.0412902	0.196533	0.196533	0	93000	534	0	6	18600	0.121825	0.00238011	1	7	0	0
29056	1.53215	0.0536252	-0.626	0.614	1.02143e-014	0.01301	0.37	0.00586811	0.91	2	0.0539171	0.0539171	0.15397	0.15397	0	45000	535	0	5	9000	0.454973	0.00146703	3	7	0	0
22873	1.91892	0.0671621	-0.055	0.314	1.27928e-014	0.03501	0.8	0.00256461	0.15	4	0.0675278	0.0675278	0.165113	0.165113	0	13000	536	0	6	2600	0.24454	0.000641152	3	3	0	0
868	5.56007	0.194603	-0.003	0.439	3.70672e-014	0.04701	0.82	0.000296164	0.36	4	0.195662	0.195662	0.319161	0.319161	0	510	537	0	3	102	0.0484355	7.40411e-005	3	4	0	0
27069	5.59402	0.195791	-0.943	0.464	3.72935e-014	0.02101	0.41	0.000147921	0.35	2	0.196857	0.196857	0.281914	0.281914	1	180	538	0	6	36	0.028775	3.69804e-005	4	3	0	0
5057	0.536196	0.0187669	-0.602	0.622	3.57464e-015	0.02101	0.98	0.382839	0.75	4	0.018869	0.018869	0.268049	0.268049	0	3e+006	539	0	5	600000	0.0495303	0.0957097	2	4	0	0
15152	5.19343	0.18177	-0.575	0.895	3.46229e-014	0.01201	0.82	0.000355245	0.93	3	0.18276	0.18276	0.308458	0.308458	1	670	540	0	3	134	0.0555158	8.88113e-005	4	3	0	0
30981	3.73063	0.130572	-0.641	0.922	2.48709e-014	0.00101	0.44	0.000435676	0.5	4	0.131283	0.131283	0.230221	0.230221	0	910	541	0	6	182	0.0646993	0.000108919	3	5	0	0
17144	7.84274	0.274496	-0.689	0.252	5.2285e-014	0.00501	0.87	0.000147921	0.08	1	0.27599	0.27599	0.395239	0.395239	1	180	542	0	2	36	0.028775	3.69804e-005	1	3	0	0
9240	0.355797	0.0124529	678	0.669	2.37198e-015	0.04301	0.99	0.822232	0.44	1	0.0125207	0.0125207	0.047938	0.047938	0	7.8e+006	543	0	7	1.56e+006	24.406	0.205558	3	2	0	0
26593	1.28326	0.044914	367	0.608	8.55505e-015	0.04001	0.83	0.00749816	0.11	3	0.0451585	0.0451585	0.145595	0.145595	0	65000	544	0	6	13000	0.404473	0.00187454	2	5	0	0
21307	0.515297	0.0180354	-0.554	0.214	3.43531e-015	0.01601	0.89	0.33088	0.41	3	0.0181336	0.0181336	0.196533	0.196533	0	2.5e+006	545	0	6	500000	0.121825	0.0827201	1	7	0	0
10270	0.336925	0.0117924	-0.163	0.453	2.24617e-015	0.01801	0.92	0.978895	0.33	2	0.0118566	0.0118566	0.26241	0.26241	0	9.7e+006	546	0	7	1.94e+006	0.0271828	0.244724	4	5	0	0
25182	9.43104	0.330086	275	0.216	6.28736e-014	0.03601	0.82	0.000112888	0.31	2	0.331883	0.331883	0.451794	0.451794	1	120	547	0	1	24	0.0234947	2.82221e-005	1	2	0	0
15194	4.04256	0.14149	-0.739	0.271	2.69504e-014	0.01201	0.85	0.000351702	0.14	2	0.14226	0.14226	0.239653	0.239653	0	660	548	0	6	132	0.0550999	8.79255e-005	3	7	0	0
20937	1.48075	0.0518264	-0.692	0.309	9.87169e-015	0.02401	0.52	0.00407088	0.08	2	0.0521085	0.0521085	0.138943	0.138943	0	26000	549	0	7	5200	0.345832	0.00101772	1	4	0	0
13689	0.59256	0.0207396	-0.448	0.316	3.9504e-015	0.04701	0.63	0.813788	0.17	2	0.0208525	0.0208525	0.545538	0.545538	0	7.7e+006	550	0	1	1.54e+006	0.0110517	0.203447	4	7	0	0
3010	1.47769	0.051719	-0.698	0.361	9.85124e-015	0.02701	0.48	0.00810135	0.52	3	0.0520006	0.0520006	0.299144	0.299144	0	73000	551	0	4	14600	0.0448169	0.00202534	1	3	0	0
24961	7.02612	0.245914	-0.231	0.634	4.68408e-014	0.01201	0.87	0.000158684	0.63	4	0.247253	0.247253	0.358779	0.358779	1	200	552	0	3	40	0.0303315	3.9671e-005	2	2	0	0
6543	2.74467	0.0960636	-0.955	0.576	1.82978e-014	0.01801	0.9	0.00243136	0.36	2	0.0965866	0.0965866	0.233814	0.233814	0	12000	553	0	2	2400	0.234947	0.000607839	1	7	0	0
31468	0.336062	0.0117622	-0.792	0.327	2.24042e-015	0.04901	0.81	0.98696	0.85	4	0.0118262	0.0118262	0.312595	0.312595	0	9.8e+006	554	0	7	1.96e+006	0.0134986	0.24674	4	4	0	0
5508	5.10841	0.178795	-0.458	0.603	3.40561e-014	0.04801	0.91	0.000463945	0.18	1	0.179768	0.179768	0.318984	0.318984	0	1000	555	0	2	200	0.0678233	0.000115986	3	7	0	0
5936	4.5873	0.160555	-0.121	0.594	3.0582e-014	0.01001	0.39	0.000315216	0.02	4	0.161429	0.161429	0.266418	0.266418	1	560	556	0	5	112	0.0507543	7.88041e-005	1	7	0	0
8641	2.42793	0.0849774	78	0.955	1.61862e-014	0.01001	0.35	0.00524264	0.16	3	0.0854401	0.0854401	0.238886	0.238886	0	38000	557	0	0	7600	0.418091	0.00131066	1	3	0	0
4838	0.437504	0.0153126	305	0.349	2.91669e-015	0.04601	0.67	0.962715	0.62	2	0.015396	0.015396	0.110049	0.110049	0	9.5e+006	558	0	4	1.9e+006	2.44692	0.240679	2	7	0	0
3629	7.48806	0.262082	-0.221	0.2	4.99204e-014	0.02001	0.64	0.00026021	0.75	3	0.263509	0.263509	0.419525	0.419525	1	420	559	0	0	84	0.0439545	6.50526e-005	4	3	0	0
31141	5.9256	0.207396	216	0.319	3.9504e-014	0.01801	0.69	0.000389764	0.65	4	0.208525	0.208525	0.358118	0.358118	0	770	560	0	1	154	0.0595147	9.74409e-005	3	5	0	0
1428	4.29312	0.150259	236	0.417	2.86208e-014	0.02101	0.95	0.000376147	0.83	1	0.151077	0.151077	0.257734	0.257734	1	730	561	0	5	146	0.0579483	9.40368e-005	3	2	0	0
23115	0.627442	0.0219605	-0.187	0.265	4.18295e-015	0.03701	0.42	0.231534	0.59	2	0.02208	0.02208	0.129823	0.129823	0	1.6e+006	562	0	5	320000	0.900171	0.0578835	4	6	0	0
2491	1.54294	0.0540028	756	0.47	1.02863e-014	0.04601	0.44	0.00903656	0.37	1	0.0542968	0.0542968	0.113876	0.113876	0	86000	563	0	3	17200	2.98867	0.00225914	2	5	0	0
13671	1.79452	0.0628082	-0.856	0.619	1.19635e-014	0.00801	0.72	0.0060407	0.75	4	0.0631502	0.0631502	0.181319	0.181319	0	47000	564	0	3	9400	0.464973	0.00151017	2	5	0	0
2873	8.77657	0.30718	-0.386	0.417	5.85105e-014	0.03201	0.85	0.000136752	0.4	2	0.308852	0.308852	0.435836	0.435836	0	160	565	0	1	32	0.0271293	3.41879e-005	4	6	0	0
27455	9.43104	0.330086	-0.615	0.979	6.28736e-014	0.02301	0.35	0.000112888	1	3	0.331883	0.331883	0.451794	0.451794	0	120	566	0	1	24	0.0234947	2.82221e-005	3	3	0	0
5207	1.6236	0.0568261	-0.451	0.966	1.0824e-014	0.00801	0.61	0.00985866	0.06	1	0.0571354	0.0571354	0.312224	0.312224	0	98000	567	0	2	19600	0.0738906	0.00246467	2	3	0	0
19385	4.26252	0.149188	988	0.951	2.84168e-014	0.04301	0.66	0.00116896	0.34	1	0.15	0.15	0.316524	0.316524	0	4000	568	0	0	800	0.135647	0.00029224	2	7	0	0
21345	0.488743	0.017106	-0.514	0.237	3.25829e-015	1e-005	0.52	0.675434	0.23	4	0.0171991	0.0171991	0.0603961	0.0603961	0	6.1e+006	569	0	4	1.22e+006	26.9728	0.168858	1	5	0	0
9936	1.27445	0.0446056	-0.483	0.462	8.49631e-015	0.02001	0.87	0.00958857	0.84	1	0.0448485	0.0448485	0.111739	0.111739	0	94000	570	0	5	18800	1.64022	0.00239714	2	5	0	0
4634	0.568929	0.0199125	194	0.751	3.79286e-015	0.04601	0.52	0.71064	0.38	3	0.0200209	0.0200209	0.411053	0.411053	0	6.5e+006	571	0	2	1.3e+006	0.024596	0.17766	4	2	0	0
8256	2.23568	0.0782487	-0.655	0.982	1.49045e-014	0.02801	0.54	0.00524264	0.17	4	0.0786747	0.0786747	0.219971	0.219971	0	38000	572	0	1	7600	0.418091	0.00131066	4	4	0	0
21840	1.20002	0.0420006	944	0.597	8.00012e-015	0.04901	0.53	0.00896638	0.62	3	0.0422293	0.0422293	0.182332	0.182332	0	85000	573	0	6	17000	0.164446	0.0022416	1	2	0	0
1752	1.75825	0.0615387	-0.754	0.252	1.17217e-014	0.04601	0.36	0.00637871	0.8	2	0.0618738	0.0618738	0.179477	0.179477	0	51000	574	0	3	10200	0.484355	0.00159468	1	4	0	0
27945	0.543158	0.0190105	-0.695	0.652	3.62105e-015	1e-005	0.69	0.630768	0.08	3	0.019114	0.019114	0.417844	0.417844	0	5.6e+006	575	0	3	1.12e+006	0.0164872	0.157692	1	5	0	0
13427	1.3819	0.0483665	-0.56	0.804	9.21266e-015	0.04401	0.73	0.00772711	0.58	4	0.0486298	0.0486298	0.281792	0.281792	0	68000	576	0	5	13600	0.040552	0.00193178	4	5	0	0
17573	0.440269	0.0154094	-0.92	0.351	2.93512e-015	0.01501	0.65	0.719373	0.25	1	0.0154933	0.0154933	0.10898	0.10898	0	6.6e+006	577	0	5	1.32e+006	1.81272	0.179843	1	2	0	0
18247	5.9256	0.207396	-0.918	0.48	3.9504e-014	0.04201	0.36	0.000389764	0.89	4	0.208525	0.208525	0.358118	0.358118	1	770	578	0	1	154	0.0595147	9.74409e-005	4	3	0	0
15157	4.48527	0.156984	-0.846	0.687	2.99018e-014	0.01501	0.66	0.000419569	0.55	4	0.157839	0.157839	0.274842	0.274842	0	860	579	0	4	172	0.0628967	0.000104892	2	5	0	0
12034	8.75512	0.306429	-0.068	0.662	5.83674e-014	0.02801	0.76	4.48039e-005	0.37	2	0.308097	0.308097	0.352683	0.352683	0	30	580	0	6	6	0.0117473	1.1201e-005	2	2	0	0
11837	0.537283	0.0188049	-0.548	0.981	3.58189e-015	0.04501	0.72	0.219883	0	2	0.0189073	0.0189073	0.0647095	0.0647095	0	1.5e+006	581	0	7	300000	7.35095	0.0549708	4	4	0	0
20353	0.563732	0.0197306	644	0.326	3.75821e-015	0.04901	0.8	0.954599	0.21	4	0.019838	0.019838	0.17711	0.17711	0	9.4e+006	582	0	1	1.88e+006	0.994843	0.23865	2	7	0	0
7116	0.754625	0.0264119	-0.181	0.458	5.03083e-015	0.03101	0.93	0.287802	0.3	3	0.0265557	0.0265557	0.345061	0.345061	0	2.1e+006	583	0	2	420000	0.0495303	0.0719506	3	5	0	0
13995	0.610572	0.02137	-0.386	0.214	4.07048e-015	0.03101	0.47	0.56686	0.09	1	0.0214864	0.0214864	0.12075	0.12075	0	4.9e+006	584	0	2	980000	3.303	0.141715	2	2	0	0
496	1.79288	0.0627507	-0.038	0.857	1.19525e-014	0.03601	0.48	0.00385936	0.12	3	0.0630924	0.0630924	0.166556	0.166556	0	24000	585	0	5	4800	0.332265	0.00096484	4	2	0	0
16033	1.58795	0.0555783	-0.664	0.742	1.05864e-014	1e-005	0.47	0.00533421	0.7	3	0.0558809	0.0558809	0.156749	0.156749	0	39000	586	0	5	7800	0.423556	0.00133355	3	4	0	0
6580	0.624168	0.0218459	-0.55	0.87	4.16112e-015	0.03901	0.89	0.897293	0.16	1	0.0219648	0.0219648	0.0979314	0.0979314	0	8.7e+006	587	0	0	1.74e+006	14.803	0.224323	1	6	0	0
18306	2.13126	0.0745941	402	0.35	1.42084e-014	0.00201	0.48	0.00742106	0.23	4	0.0750002	0.0750002	0.0931552	0.0931552	0	64000	588	0	0	12800	18.0804	0.00185527	3	2	0	0
17470	0.556007	0.0194603	129	0.464	3.70672e-015	0.03701	0.84	0.585295	0.17	4	0.0195662	0.0195662	0.428422	0.428422	0	5.1e+006	589	0	3	1.02e+006	0.0149182	0.146324	2	5	0	0
13934	1.28132	0.0448461	373	0.469	8.54212e-015	0.00301	0.98	0.00945208	0.74	3	0.0450903	0.0450903	0.0807347	0.0807347	0	92000	590	0	5	18400	6.01845	0.00236302	1	7	0	0
7169	0.656844	0.0229895	-0.52	0.358	4.37896e-015	0.00301	0.76	0.585295	0.62	3	0.0231147	0.0231147	0.0972002	0.0972002	0	5.1e+006	591	0	1	1.02e+006	10.9663	0.146324	2	7	0	0
18984	2.25063	0.0787721	-0.581	0.75	1.50042e-014	0.04701	0.93	0.00515027	0.24	1	0.0792009	0.0792009	0.220705	0.220705	0	37000	592	0	1	7400	0.412553	0.00128757	1	2	0	0
14196	6.33347	0.221672	-0.284	0.542	4.22231e-014	0.01001	0.44	0.000326375	0.05	4	0.222878	0.222878	0.370238	0.370238	0	590	593	0	1	118	0.0520961	8.15937e-005	4	7	0	0
20947	3.92857	0.1375	-0.143	0.668	2.61905e-014	0.00301	0.49	0.000379574	0.17	1	0.138248	0.138248	0.23625	0.23625	0	740	594	0	6	148	0.0583438	9.48935e-005	4	4	0	0
7798	0.650558	0.0227695	-0.966	0.699	4.33705e-015	0.02601	0.83	0.603587	0.64	2	0.0228935	0.0228935	0.245126	0.245126	0	5.3e+006	595	0	1	1.06e+006	0.271126	0.150897	4	3	0	0
11961	0.622388	0.0217836	-0.029	0.606	4.14925e-015	0.03201	0.72	0.905535	0.47	2	0.0219022	0.0219022	0.125746	0.125746	0	8.8e+006	596	0	0	1.76e+006	5.44572	0.226384	1	5	0	0
31430	2.08986	0.0731452	-0.674	0.996	1.39324e-014	0.01701	0.99	0.00256461	0.24	1	0.0735434	0.0735434	0.179822	0.179822	0	13000	597	0	5	2600	0.24454	0.000641152	1	1	0	0
17983	6.35419	0.222397	-0.294	0.729	4.23613e-014	0.02601	0.67	0.000403146	0.88	3	0.223607	0.223607	0.386459	0.386459	1	810	598	0	0	162	0.061041	0.000100787	2	7	0	0
20502	5.73391	0.200687	-0.992	0.728	3.82261e-014	0.03701	0.43	0.000340963	0.73	1	0.201779	0.201779	0.337949	0.337949	1	630	599	0	2	126	0.0538331	8.52407e-005	1	5	0	0
29540	6.30678	0.220737	-0.368	0.628	4.20452e-014	0.01101	0.98	0.000169093	0.7	1	0.221939	0.221939	0.325907	0.325907	0	220	600	0	4	44	0.0318119	4.22732e-005	4	6	0	0
27934	0.501559	0.0175546	-0.158	0.989	3.34373e-015	0.04501	0.98	0.62174	0.24	2	0.0176501	0.0176501	0.134414	0.134414	0	5.5e+006	601	0	4	1.1e+006	1.09947	0.155435	2	5	0	0
15715	1.3584	0.0475441	-0.229	0.222	9.05602e-015	0.04001	0.65	0.0438675	0.33	1	0.0478029	0.0478029	0.391005	0.391005	0	200000	602	0	2	40000	0.0300417	0.0109669	4	3	0	0
17550	6.16967	0.215938	665	0.253	4.11311e-014	0.03101	0.52	0.00028047	0.11	1	0.217114	0.217114	0.350556	0.350556	0	470	603	0	2	94	0.0464973	7.01176e-005	1	5	0	0
20403	5.90824	0.206788	176	0.643	3.93883e-014	0.04901	0.95	0.000251884	0.28	1	0.207914	0.207914	0.329002	0.329002	0	400	604	0	3	80	0.0428952	6.29709e-005	2	5	0	0
25473	0.510082	0.0178529	-0.911	0.463	3.40055e-015	0.00501	0.56	0.771232	0.45	3	0.0179501	0.0179501	0.28718	0.28718	0	7.2e+006	605	0	3	1.44e+006	0.0738906	0.192808	1	3	0	0
20820	1.61542	0.0565398	-0.79	0.387	1.07695e-014	0.02501	0.86	0.00999233	0.27	1	0.0568476	0.0568476	0.320128	0.320128	0	100000	606	0	2	20000	0.0668589	0.00249808	1	5	0	0
10593	8.77657	0.30718	124	0.389	5.85105e-014	0.04301	0.56	0.000136752	0.59	1	0.308852	0.308852	0.435836	0.435836	0	160	607	0	1	32	0.0271293	3.41879e-005	1	6	0	0
5036	1.99442	0.0698048	405	0.968	1.32961e-014	0.02101	0.52	0.00710857	0.06	4	0.0701848	0.0701848	0.264218	0.264218	0	60000	608	0	1	12000	0.200855	0.00177714	1	4	0	0
25301	3.59303	0.125756	-0.829	0.384	2.39535e-014	0.02001	0.92	0.000382986	0.5	3	0.126441	0.126441	0.216435	0.216435	1	750	609	0	7	150	0.0587367	9.57464e-005	4	2	0	0
5014	1.49327	0.0522645	-0.012	0.302	9.95514e-015	0.03701	0.69	0.00787787	0.2	3	0.052549	0.052549	0.16833	0.16833	0	70000	610	0	4	14000	0.447012	0.00196947	1	4	0	0
4727	2.88849	0.101097	-0.521	0.466	1.92566e-014	0.00601	0.56	0.00135644	0.15	4	0.101647	0.101647	0.220559	0.220559	0	5000	611	0	4	1000	0.151658	0.00033911	1	1	0	0
27664	1.31871	0.0461549	-0.139	0.623	8.79142e-015	0.01801	0.9	0.00875417	0.2	2	0.0464062	0.0464062	0.370987	0.370987	0	82000	612	0	5	16400	0.0134986	0.00218854	1	1	0	0
214	2.27841	0.0797445	-0.052	0.444	1.51894e-014	0.00401	0.91	0.00621085	0.96	4	0.0801786	0.0801786	0.231414	0.231414	0	49000	613	0	0	9800	0.474763	0.00155271	2	1	0	0
13638	4.1786	0.146251	-0.867	0.919	2.78573e-014	0.04201	0.57	0.000256064	0.75	1	0.147047	0.147047	0.233406	0.233406	1	410	614	0	7	82	0.0434281	6.4016e-005	4	4	0	0
27031	2.22121	0.0777422	805	0.411	1.4808e-014	0.04201	0.84	0.00533421	0.01	1	0.0781654	0.0781654	0.219258	0.219258	0	39000	615	0	1	7800	0.423556	0.00133355	2	7	0	0
23991	0.504903	0.0176716	-0.829	0.622	3.36602e-015	0.00201	0.93	0.796834	0.81	4	0.0177678	0.0177678	0.174183	0.174183	0	7.5e+006	616	0	3	1.5e+006	0.545982	0.199209	4	6	0	0
2316	4.27854	0.149749	711	0.713	2.85236e-014	0.04601	0.47	0.000379574	1	1	0.150564	0.150564	0.257296	0.257296	1	740	617	0	5	148	0.0583438	9.48935e-005	1	4	0	0
4346	1.41994	0.049698	649	0.636	9.46629e-015	0.02401	0.43	0.00718733	0.39	4	0.0499686	0.0499686	0.0787413	0.0787413	0	61000	618	0	5	12200	6.65142	0.00179683	3	6	0	0
7955	3.42347	0.119821	-0.204	0.598	2.28231e-014	0.00101	0.41	0.000435676	0.29	1	0.120474	0.120474	0.211266	0.211266	0	910	619	0	7	182	0.0646993	0.000108919	3	4	0	0
21403	1.29851	0.0454478	-0.068	0.478	8.65671e-015	0.04701	0.58	0.00726566	0.42	2	0.0456952	0.0456952	0.13174	0.13174	0	62000	620	0	6	12400	0.603403	0.00181641	2	6	0	0
9143	1.129	0.0395149	-0.303	0.452	7.52665e-015	0.04001	0.72	0.0606759	0.87	2	0.03973	0.03973	0.368746	0.368746	0	300000	621	0	3	60000	0.0271828	0.015169	4	4	0	0
26858	2.6903	0.0941604	-0.549	0.775	1.79353e-014	0.03901	0.63	0.00256461	0.51	1	0.094673	0.094673	0.231487	0.231487	0	13000	622	0	2	2600	0.24454	0.000641152	1	5	0	0
29878	2.13136	0.0745977	-0.485	0.35	1.42091e-014	0.00701	0.88	0.00477208	0.82	3	0.0750039	0.0750039	0.206042	0.206042	0	33000	623	0	2	6600	0.389615	0.00119302	3	2	0	0
6213	4.82406	0.168842	-0.627	0.258	3.21604e-014	0.04001	0.47	0.000432479	0.69	3	0.169761	0.169761	0.297287	0.297287	1	900	624	0	3	180	0.0643428	0.00010812	4	2	0	0
26041	5.4076	0.189266	-0.906	0.485	3.60506e-014	0.04701	0.66	0.000203283	1	1	0.190296	0.190296	0.289259	0.289259	1	290	625	0	5	58	0.036524	5.08208e-005	1	2	0	0
237	1.21163	0.042407	783	0.646	8.07752e-015	0.00201	0.72	0.00694973	0.84	1	0.0426378	0.0426378	0.175899	0.175899	0	58000	626	0	7	11600	0.134637	0.00173743	4	3	0	0
31832	6.27442	0.219605	-0.199	0.699	4.18295e-014	0.03201	0.75	0.000136752	0.58	2	0.2208	0.2208	0.311581	0.311581	1	160	627	0	5	32	0.0271293	3.41879e-005	1	4	0	0
15426	1.37192	0.0480172	-0.834	0.407	9.14614e-015	0.01601	0.79	0.00787787	0.05	1	0.0482786	0.0482786	0.0712481	0.0712481	0	70000	628	0	5	14000	9.92275	0.00196947	2	5	0	0
23434	2.02912	0.0710192	-0.293	0.424	1.35275e-014	0.03901	0.5	0.00678905	0.32	2	0.0714058	0.0714058	0.0795808	0.0795808	0	56000	629	0	1	11200	24.406	0.00169726	1	7	0	0
10631	1.91591	0.0670568	-0.232	0.461	1.27727e-014	0.03501	0.68	0.00985866	0.6	4	0.0674219	0.0674219	0.428061	0.428061	0	98000	630	0	0	19600	0.040552	0.00246467	2	5	0	0
5321	0.38772	0.0135702	-0.63	0.659	2.5848e-015	0.04101	0.57	0.822232	0.77	2	0.0136441	0.0136441	0.088308	0.088308	0	7.8e+006	631	0	6	1.56e+006	2.98867	0.205558	3	6	0	0
4327	4.009	0.140315	-0.307	0.359	2.67267e-014	0.03301	0.44	0.000451491	0.8	3	0.141079	0.141079	0.249059	0.249059	0	960	632	0	5	192	0.066453	0.000112873	1	6	0	0
29672	7.95562	0.278447	-0.793	0.984	5.30375e-014	0.04301	0.65	0.000142391	0.6	3	0.279962	0.279962	0.398073	0.398073	1	170	633	0	2	34	0.0279643	3.55979e-005	2	6	0	0
52	0.627808	0.0219733	-0.096	0.563	4.18539e-015	0.02101	0.82	0.880753	0.01	3	0.0220929	0.0220929	0.149795	0.149795	0	8.5e+006	634	0	0	1.7e+006	2.70426	0.220188	3	6	0	0
3932	0.348234	0.0121882	-0.957	0.484	2.32156e-015	0.04901	0.59	0.880753	0.31	2	0.0122546	0.0122546	0.0571059	0.0571059	0	8.5e+006	635	0	7	1.7e+006	12.1197	0.220188	2	3	0	0
16572	1.16711	0.0408488	-0.055	0.285	7.78073e-015	0.04001	0.89	0.00965644	0.56	1	0.0410712	0.0410712	0.0905436	0.0905436	0	95000	636	0	6	19000	2.70426	0.00241411	2	1	0	0
11745	6.65245	0.232836	-0.644	0.944	4.43497e-014	0.03801	0.91	9.3189e-005	0.8	4	0.234103	0.234103	0.307429	0.307429	1	90	637	0	6	18	0.020347	2.32973e-005	3	6	0	0
15341	0.550132	0.0192546	-0.493	0.503	3.66755e-015	0.03301	0.8	0.462536	0.29	4	0.0193595	0.0193595	0.424506	0.424506	0	3.8e+006	638	0	4	760000	0.0110517	0.115634	1	6	0	0
24318	1.83487	0.0642205	629	0.241	1.22325e-014	0.00301	0.78	0.00569294	0.68	4	0.0645702	0.0645702	0.183346	0.183346	0	43000	639	0	3	8600	0.444747	0.00142324	1	4	0	0
4482	0.596471	0.0208765	901	0.25	3.97647e-015	0.03401	0.45	0.796834	0.2	3	0.0209901	0.0209901	0.264218	0.264218	0	7.5e+006	640	0	1	1.5e+006	0.200855	0.199209	4	6	0	0
16001	0.538474	0.0188466	-0.441	0.907	3.58983e-015	0.00401	0.39	0.847436	0.53	3	0.0189492	0.0189492	0.140291	0.140291	0	8.1e+006	641	0	2	1.62e+006	1.81272	0.211859	4	2	0	0
13531	0.55078	0.0192773	-0.998	0.838	3.67187e-015	0.01301	0.82	0.788323	0.61	1	0.0193822	0.0193822	0.151218	0.151218	0	7.4e+006	642	0	2	1.48e+006	1.3429	0.197081	1	1	0	0
31818	1.21457	0.0425098	952	0.687	8.0971e-015	0.03201	0.53	0.00868286	0.74	2	0.0427412	0.0427412	0.293193	0.293193	0	81000	643	0	6	16200	0.024596	0.00217071	4	1	0	0
